,user_id,number_of_cards,outstanding,credit_limit,bill,total_cash_usage,total_retail_usage,remaining_bill,branch_code,payment_ratio,overlimit_percentage,payment_ratio_3month,payment_ratio_6month,delinquency_score,default_flag,years_since_card_issuing,total_usage,remaining_bill_per_number_of_cards,remaining_bill_per_limit,total_usage_per_limit,total_3mo_usage_per_limit,total_6mo_usage_per_limit,utilization_3month,utilization_6month
8347,14873.0,3.0,21009401.0,39000000.0,9642797.0,0.0,13311980.0,18868737.0,A,100.0,0.0,99.9,90.3,0.0,0.0,2.83,13311980.0,6289579.0,0.484,0.341,0.249,0.205,0.425,0.316
8350,14879.0,3.0,10126360.0,50000000.0,9135626.0,0.0,371409.0,10551291.0,A,17.8,0.0,21.1,24.4,0.0,0.0,15.8,371409.0,3517097.0,0.21100000000000002,0.00743,0.018000000000000002,0.0165,0.145,0.149
8351,14880.0,3.0,19232016.0,17000000.0,11924030.0,0.0,2000000.0,18090686.0,A,0.0,18.2,380.0,151.0,0.0,0.0,6.67,2000000.0,6030229.0,1.06,0.11800000000000001,0.161,0.248,1.05,0.735
8354,14886.0,2.0,5769235.0,5000000.0,4773237.0,500000.0,452025.0,5659351.0,A,0.0,15.4,9.7,70.0,0.0,0.0,0.75,952025.0,2829676.0,1.13,0.19,0.068,0.617,1.0,0.861
8355,14890.0,2.0,6107258.0,6000000.0,2368348.0,0.0,2167988.0,5575574.0,A,16.5,2.19,77.6,100.0,0.0,0.0,3.17,2167988.0,2787787.0,0.929,0.361,0.39299999999999996,0.797,0.679,0.58
8356,14891.0,2.0,288553.0,5000000.0,233095.0,0.0,143990.0,0.0,A,100.0,0.0,77.9,100.0,0.0,0.0,4.5,143990.0,0.0,0.0,0.0288,0.0108,0.0552,0.0322,0.0702
8358,14898.0,2.0,5813385.0,5000000.0,1627084.0,0.0,507463.0,5824873.0,A,104.0,14.9,101.0,101.0,0.0,0.0,7.5,507463.0,2912437.0,1.16,0.10099999999999999,0.34600000000000003,0.0568,1.06,0.757
8359,14899.0,2.0,9174933.0,10000000.0,9060247.0,0.0,7254000.0,8708333.0,A,20.4,0.0,75.0,100.0,0.0,0.0,2.0,7254000.0,4354167.0,0.871,0.725,0.203,0.23600000000000002,0.348,0.247
8361,14902.0,2.0,5801240.0,5000000.0,5654848.0,0.0,873970.0,5733184.0,A,0.0,15.8,25.0,25.8,0.0,0.0,7.25,873970.0,2866592.0,1.15,0.175,0.147,0.171,0.9640000000000001,0.636
8362,14909.0,2.0,47870757.0,124000000.0,23294206.0,0.0,13224953.0,38410792.0,A,69.3,0.0,75.0,97.9,0.0,0.0,7.0,13224953.0,19205396.0,0.31,0.107,0.126,0.172,0.311,0.32
8363,14911.0,2.0,5743775.0,5000000.0,5747546.0,0.0,873970.0,5701612.0,A,0.0,14.9,38.6,27.7,0.0,0.0,2.42,873970.0,2850806.0,1.14,0.175,0.23,0.196,0.9640000000000001,0.9
8364,14914.0,4.0,29541227.0,84000000.0,29000000.0,0.0,1331071.0,29651927.0,A,0.0,0.0,21.2,22.2,0.0,0.0,15.0,1331071.0,7412982.0,0.353,0.0158,0.0477,0.0222,0.35100000000000003,0.255
8368,14921.0,2.0,1604438.0,30000000.0,631588.0,0.0,1522670.0,1710209.0,A,100.0,0.0,100.0,124.0,0.0,0.0,3.0,1522670.0,855105.0,0.057,0.0508,0.154,0.19899999999999998,0.149,0.253
8369,14922.0,2.0,5613058.0,5000000.0,1526635.0,0.0,286170.0,5242659.0,A,0.0,12.3,37.8,51.8,0.0,0.0,0.917,286170.0,2621330.0,1.05,0.0572,0.345,0.28600000000000003,1.23,1.06
8370,14924.0,4.0,42351639.0,40000000.0,40703917.0,0.0,109000.0,36346894.0,A,36.2,2.57,27.1,11.5,0.0,0.0,15.4,109000.0,9086724.0,0.909,0.0027199999999999998,0.196,0.235,1.02,0.91
8371,14926.0,3.0,4859848.0,7000000.0,1546080.0,0.0,4167688.0,4928609.0,A,10.0,0.04,58.4,111.0,0.0,0.0,4.5,4167688.0,1642870.0,0.7040000000000001,0.595,0.166,0.114,0.604,0.596
8372,14928.0,2.0,4274515.0,4000000.0,4105213.0,0.0,264344.0,4268534.0,A,0.0,7.32,3.0,67.6,0.0,0.0,1.58,264344.0,2134267.0,1.07,0.0661,0.223,0.667,0.995,0.591
8373,14929.0,2.0,3525912.0,3000000.0,1806014.0,700000.0,2048968.0,3526861.0,A,97.1,17.5,45.1,33.4,0.0,0.0,7.17,2748968.0,1763431.0,1.18,0.9159999999999999,0.28600000000000003,0.6659999999999999,0.9790000000000001,1.21
8374,14932.0,2.0,111028.0,6000000.0,89000.0,0.0,385.0,72962.0,A,0.0,0.0,30.7,9.49,0.0,0.0,5.25,385.0,36481.0,0.0122,6.42e-05,0.0,0.0,0.0401,0.191
8375,14933.0,2.0,1786609.0,3000000.0,1321617.0,0.0,708369.0,0.0,A,99.1,0.0,74.4,66.7,0.0,0.0,2.92,708369.0,0.0,0.0,0.23600000000000002,0.207,0.37,0.945,0.836
8376,14934.0,2.0,7772462.0,7000000.0,7202920.0,300000.0,505000.0,7680264.0,A,0.0,11.0,23.8,42.1,0.0,0.0,9.67,805000.0,3840132.0,1.1,0.115,0.19,0.251,1.07,0.825
8379,14940.0,2.0,8384912.0,19000000.0,4152781.0,0.0,6569004.0,0.0,A,102.0,0.0,110.0,100.0,0.0,0.0,8.92,6569004.0,0.0,0.0,0.34600000000000003,0.29,0.38,0.204,0.196
8380,14942.0,2.0,16769668.0,20000000.0,16565902.0,0.0,255697.0,16565993.0,A,27.1,0.0,40.1,33.0,0.0,0.0,1.67,255697.0,8282997.0,0.828,0.0128,0.20600000000000002,0.247,0.414,0.41100000000000003
8381,14943.0,2.0,4851081.0,5000000.0,4281632.0,0.0,456516.0,4872873.0,A,19.6,0.0,15.4,12.0,0.0,0.0,2.0,456516.0,2436437.0,0.975,0.0913,0.125,0.10400000000000001,0.9590000000000001,0.868
8383,14945.0,5.0,18936691.0,27000000.0,15407074.0,0.0,76470.0,15424900.0,A,0.0,0.0,67.5,100.0,0.0,0.0,12.7,76470.0,3084980.0,0.5710000000000001,0.00283,0.172,0.0612,0.653,0.475
8386,14950.0,2.0,6581864.0,6000000.0,4079706.0,0.0,1588576.0,2945955.0,A,56.0,16.1,83.9,54.5,0.0,0.0,10.4,1588576.0,1472978.0,0.491,0.265,0.42700000000000005,0.376,0.866,0.644
8387,14956.0,3.0,92100507.0,83000000.0,58684317.0,0.0,505061.0,85657171.0,A,10.7,10.7,8.42,10.9,0.0,0.0,13.1,505061.0,28552390.0,1.03,0.00609,0.10400000000000001,0.0443,1.07,1.02
8388,14957.0,5.0,94684388.0,89000000.0,37771853.0,0.0,34000000.0,55795500.0,A,102.0,9.3,100.0,84.7,0.0,0.0,15.5,34000000.0,11159100.0,0.627,0.382,0.47600000000000003,0.25,0.718,0.266
8389,14958.0,3.0,52595600.0,58000000.0,51596271.0,0.0,1151484.0,52507344.0,A,18.5,0.0,56.9,94.3,0.0,0.0,16.2,1151484.0,17502448.0,0.905,0.0199,0.341,0.565,0.998,1.26
8392,14963.0,2.0,8844664.0,9000000.0,8025211.0,0.0,1867000.0,7940705.0,A,13.9,0.0,13.8,10.0,0.0,0.0,10.4,1867000.0,3970353.0,0.882,0.207,0.134,0.0428,0.8390000000000001,0.735
8393,14964.0,2.0,15708050.0,20000000.0,14775895.0,10000000.0,668100.0,14897060.0,A,22.1,0.0,11.8,13.8,0.0,0.0,1.0,10668100.0,7448530.0,0.745,0.5329999999999999,0.087,0.0675,0.624,0.616
8394,14965.0,2.0,7063495.0,6000000.0,6547600.0,0.0,24000.0,6994558.0,A,15.9,17.6,50.0,100.0,0.0,0.0,7.58,24000.0,3497279.0,1.17,0.004,0.498,0.777,0.8170000000000001,0.7240000000000001
8395,14966.0,2.0,93769.0,5000000.0,63691.0,0.0,48198.0,152725.0,A,0.0,0.0,50.0,100.0,0.0,0.0,0.917,48198.0,76363.0,0.0305,0.009640000000000001,0.009770000000000001,0.0038,0.0148,0.0
8397,14970.0,7.0,31388365.0,41000000.0,28507684.0,0.0,4358704.0,29628312.0,A,16.3,0.0,61.0,43.3,0.0,0.0,26.9,4358704.0,4232616.0,0.723,0.106,0.0528,0.0,0.6579999999999999,0.614
8398,14971.0,2.0,1433947.0,15000000.0,960437.0,0.0,559740.0,1376136.0,A,100.0,0.0,56.1,50.1,0.0,0.0,2.0,559740.0,688068.0,0.0917,0.0373,0.022000000000000002,0.0,0.0382,0.0
8399,14972.0,6.0,34015991.0,34000000.0,33615469.0,0.0,11321850.0,32000000.0,A,0.0,7.5,47.5,100.0,0.0,0.0,15.2,11321850.0,5333119.0,0.941,0.33299999999999996,0.493,0.276,0.609,0.429
8400,14973.0,2.0,16470009.0,16000000.0,2038299.0,0.0,1204227.0,0.0,A,100.0,0.0,100.0,101.0,0.0,0.0,15.2,1204227.0,0.0,0.0,0.0753,0.165,0.0973,0.688,0.387
8405,14982.0,2.0,2304182.0,15000000.0,857654.0,0.0,9167.0,0.0,A,100.0,0.0,32.6,9.18,0.0,0.0,0.833,9167.0,0.0,0.0,0.000611,0.0166,0.0036799999999999997,0.146,0.207
8407,14985.0,2.0,761940.0,10000000.0,220254.0,0.0,102267.0,0.0,A,98.6,0.0,85.1,82.7,0.0,0.0,5.58,102267.0,0.0,0.0,0.0102,0.174,1.38,0.405,1.82
8408,14986.0,4.0,6650236.0,21000000.0,4159779.0,0.0,1306650.0,0.0,A,100.0,0.0,56.2,52.9,0.0,0.0,11.2,1306650.0,0.0,0.0,0.0622,0.156,0.114,0.43,0.27
8409,14987.0,2.0,1686446.0,7000000.0,1546823.0,0.0,1394620.0,1802760.0,A,100.0,0.0,25.0,0.0,0.0,0.0,6.25,1394620.0,901380.0,0.258,0.19899999999999998,0.0835,0.0,0.162,0.0016
8410,14989.0,2.0,4873182.0,10000000.0,406261.0,0.0,451646.0,5057030.0,A,100.0,0.0,83.9,33.3,0.0,0.0,2.0,451646.0,2528515.0,0.506,0.0452,0.168,0.133,0.5379999999999999,0.303
8411,14990.0,2.0,18558322.0,17000000.0,16781504.0,0.0,6359786.0,18287122.0,A,60.6,10.3,100.0,100.0,0.0,0.0,9.0,6359786.0,9143561.0,1.08,0.374,0.638,0.9390000000000001,0.878,1.17
8412,14992.0,4.0,2707874.0,56000000.0,228683.0,0.0,2053572.0,0.0,A,0.0,0.0,28.8,66.3,0.0,0.0,10.6,2053572.0,0.0,0.0,0.0367,0.008740000000000001,0.0024,0.0122,0.007809999999999999
8413,14993.0,4.0,16743983.0,20000000.0,4406180.0,0.0,16061770.0,0.0,A,100.0,0.0,104.0,133.0,0.0,0.0,5.75,16061770.0,0.0,0.0,0.8029999999999999,0.321,0.10099999999999999,0.298,0.0563
8414,14994.0,2.0,6545350.0,10000000.0,2656914.0,0.0,2047710.0,4596158.0,A,91.0,0.0,70.4,66.7,0.0,0.0,5.42,2047710.0,2298079.0,0.46,0.205,0.258,0.282,0.6509999999999999,0.204
8415,14996.0,3.0,16630357.0,85000000.0,1095075.0,0.0,10615285.0,0.0,A,99.5,0.0,100.0,100.0,0.0,0.0,11.4,10615285.0,0.0,0.0,0.125,0.0747,0.0109,0.111,0.0205
8416,14997.0,2.0,1616857.0,25000000.0,201020.0,0.0,1112300.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,4.67,1112300.0,0.0,0.0,0.0445,0.0545,0.0783,0.10099999999999999,0.075
8417,14998.0,2.0,7960054.0,18000000.0,2094840.0,0.0,1360880.0,5305765.0,A,100.0,0.0,100.0,100.0,0.0,0.0,6.83,1360880.0,2652883.0,0.295,0.0756,0.133,0.145,0.461,0.5760000000000001
8418,14999.0,2.0,3931729.0,7000000.0,3894479.0,0.0,1882570.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,5.5,1882570.0,0.0,0.0,0.26899999999999996,0.185,0.0559,0.282,0.415
8419,15001.0,2.0,5540327.0,5000000.0,4222505.0,200000.0,296540.0,5010555.0,A,26.7,11.5,18.3,66.5,0.0,0.0,1.17,496540.0,2505278.0,1.0,0.0993,0.105,0.27,0.9540000000000001,1.14
8420,15002.0,2.0,5278519.0,3000000.0,4070012.0,0.0,98000.0,5010555.0,A,25.0,75.9,10.0,10.0,0.0,0.0,6.08,98000.0,2505278.0,1.67,0.0327,0.11699999999999999,0.0429,1.67,1.68
8422,15005.0,8.0,10041967.0,10000000.0,8034839.0,0.0,1205830.0,0.0,A,102.0,1.15,125.0,104.0,0.0,0.0,15.6,1205830.0,0.0,0.0,0.121,0.98,0.441,0.995,0.46
8423,15006.0,3.0,6623243.0,55000000.0,6606690.0,0.0,210991.0,6606298.0,A,0.0,0.0,158.0,104.0,0.0,1.0,14.3,210991.0,2202099.0,0.12,0.0038399999999999997,0.23199999999999998,0.321,0.47700000000000004,0.493
8426,15011.0,3.0,34941597.0,35000000.0,31800697.0,3000000.0,4148000.0,32703950.0,A,10.0,7.5,7.5,10.5,0.0,1.0,12.8,7148000.0,10901317.0,0.934,0.204,0.0832,0.0582,0.807,0.703
8428,15014.0,2.0,8299743.0,8000000.0,4378571.0,0.0,218926.0,8400404.0,A,23.2,7.64,33.1,34.9,0.0,0.0,2.0,218926.0,4200202.0,1.05,0.0274,0.141,0.0958,1.1,1.19
8430,15021.0,2.0,4196652.0,7000000.0,4044746.0,0.0,20000.0,4202429.0,A,0.0,0.0,5.0,18.9,0.0,1.0,7.5,20000.0,2101215.0,0.6,0.00286,0.0,0.0,0.551,0.527
8432,15023.0,3.0,21383092.0,20000000.0,20687092.0,0.0,119001.0,20343449.0,A,15.0,4.89,50.0,12.3,0.0,0.0,2.33,119001.0,6781150.0,1.02,0.00595,0.489,0.193,1.01,0.914
8435,15029.0,2.0,3244068.0,7000000.0,2721148.0,0.0,280000.0,2000000.0,A,10.0,0.0,30.3,45.4,0.0,0.0,10.4,280000.0,1000000.0,0.28600000000000003,0.04,0.0688,0.242,0.621,1.21
8436,15030.0,2.0,648576.0,8000000.0,175000.0,0.0,191920.0,0.0,A,0.0,0.0,25.0,16.6,0.0,0.0,7.25,191920.0,0.0,0.0,0.024,0.0944,0.081,0.17600000000000002,0.147
8437,15032.0,4.0,17299305.0,70000000.0,8367233.0,0.0,55001.0,0.0,A,100.0,0.0,102.0,100.0,0.0,0.0,13.7,55001.0,0.0,0.0,0.000786,0.10800000000000001,0.0641,0.231,0.18600000000000003
8438,15033.0,5.0,20680589.0,30000000.0,15193450.0,0.0,78918.0,15797764.0,A,0.0,0.0,17.8,22.2,0.0,0.0,12.5,78918.0,3159553.0,0.527,0.00263,0.107,0.10300000000000001,0.583,0.46
8439,15035.0,3.0,27849467.0,55000000.0,9750879.0,0.0,4087327.0,0.0,A,100.0,0.0,100.0,66.7,0.0,0.0,5.33,4087327.0,0.0,0.0,0.0743,0.156,0.146,0.5660000000000001,0.605
8440,15036.0,3.0,31476166.0,80000000.0,31848889.0,0.0,1149000.0,32507445.0,A,0.0,0.0,16.1,34.1,0.0,0.0,1.5,1149000.0,10835815.0,0.406,0.0144,0.0575,0.16699999999999998,0.48,0.353
8441,15037.0,2.0,2762857.0,4000000.0,2233048.0,0.0,624616.0,2742605.0,A,72.3,0.0,98.8,99.0,0.0,0.0,6.75,624616.0,1371303.0,0.6859999999999999,0.156,0.17300000000000001,0.025,0.435,0.381
8443,15041.0,2.0,5046762.0,20000000.0,1886578.0,0.0,1079100.0,0.0,A,99.6,0.0,41.3,33.3,0.0,0.0,2.5,1079100.0,0.0,0.0,0.054000000000000006,0.0759,0.0,0.153,0.0178
8446,15046.0,2.0,19235871.0,20000000.0,19164450.0,0.0,2629638.0,19223720.0,A,15.9,0.0,34.8,48.7,0.0,0.0,1.17,2629638.0,9611860.0,0.961,0.131,0.23,0.231,0.645,0.381
8447,15048.0,2.0,1502689.0,10000000.0,1283215.0,0.0,881215.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,4.42,881215.0,0.0,0.0,0.0881,0.14,0.0669,0.157,0.156
8448,15050.0,2.0,3722395.0,8000000.0,620335.0,0.0,167200.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,4.92,167200.0,0.0,0.0,0.0209,0.134,0.45399999999999996,0.528,0.659
8451,15055.0,9.0,149237021.0,125000000.0,50306332.0,0.0,48784970.0,112000000.0,A,100.0,5.95,100.0,103.0,0.0,0.0,10.4,48784970.0,12393774.0,0.892,0.39,0.19,0.0918,0.732,0.647
8452,15056.0,2.0,3085967.0,3000000.0,2883252.0,0.0,209475.0,3086790.0,A,12.5,2.89,12.2,0.0,0.0,0.0,2.0,209475.0,1543395.0,1.03,0.0698,0.079,0.314,1.0,0.946
8453,15057.0,2.0,1319491.0,20000000.0,1016000.0,0.0,279026.0,0.0,A,100.0,0.0,101.0,134.0,0.0,0.0,2.58,279026.0,0.0,0.0,0.013999999999999999,0.0906,0.107,0.0898,0.0756
8454,15058.0,2.0,102386.0,7000000.0,72895.0,0.0,86846.0,0.0,A,0.0,0.0,25.0,66.4,0.0,0.0,9.5,86846.0,0.0,0.0,0.0124,0.0107,0.02,0.0183,0.0186
8456,15061.0,2.0,1297985.0,8000000.0,1238779.0,0.0,1260000.0,0.0,A,97.5,0.0,68.3,83.0,0.0,0.0,3.25,1260000.0,0.0,0.0,0.158,0.0409,0.0486,0.0419,0.113
8457,15062.0,2.0,2856643.0,7000000.0,2417294.0,0.0,608950.0,2811001.0,A,101.0,0.0,100.0,102.0,0.0,0.0,3.08,608950.0,1405501.0,0.402,0.087,0.182,0.019,0.402,0.6759999999999999
8458,15063.0,2.0,4280389.0,14000000.0,1662303.0,0.0,116851.0,2804480.0,A,46.3,0.0,82.7,73.3,0.0,0.0,5.42,116851.0,1402240.0,0.2,0.00835,0.0697,0.102,0.37200000000000005,0.245
8461,15067.0,2.0,2587286.0,10000000.0,1303984.0,0.0,1266553.0,0.0,A,102.0,0.0,100.0,100.0,0.0,0.0,3.08,1266553.0,0.0,0.0,0.127,0.0907,0.868,0.0997,0.792
8463,15069.0,3.0,21942825.0,30000000.0,18239987.0,0.0,5742694.0,21308400.0,A,13.5,0.0,10.2,13.3,0.0,0.0,11.2,5742694.0,7102800.0,0.71,0.191,0.0461,0.0474,0.759,0.9279999999999999
8464,15070.0,2.0,12290717.0,12000000.0,12318035.0,0.0,47221.0,12293981.0,A,0.0,0.14,7.73,10.2,0.0,0.0,6.58,47221.0,6146991.0,1.02,0.00394,0.0179,0.004370000000000001,1.04,1.01
8465,15072.0,4.0,30324507.0,64000000.0,12328029.0,0.0,3398588.0,14000000.0,A,100.0,0.0,100.0,100.0,0.0,0.0,12.2,3398588.0,3502926.0,0.21899999999999997,0.0531,0.187,0.24100000000000002,0.37200000000000005,0.272
8467,15075.0,2.0,4866955.0,5000000.0,4006706.0,0.0,776184.0,4964415.0,A,20.2,0.0,22.9,44.0,0.0,0.0,1.67,776184.0,2482208.0,0.993,0.155,0.254,0.363,1.0,1.0
8470,15082.0,3.0,52595600.0,59000000.0,28000000.0,0.0,40119267.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,7.5,40119267.0,0.0,0.0,0.68,0.273,0.29,0.384,0.268
8471,15083.0,4.0,28029971.0,106000000.0,16216723.0,0.0,23676478.0,0.0,A,236.0,0.0,97.9,100.0,0.0,0.0,6.67,23676478.0,0.0,0.0,0.223,0.221,0.317,0.899,1.18
8473,15086.0,3.0,49823122.0,42000000.0,42000000.0,0.0,2744183.0,50503821.0,A,16.6,11.7,16.1,14.9,0.0,0.0,10.4,2744183.0,16834607.0,1.2,0.0653,0.113,0.0581,1.13,1.14
8474,15087.0,3.0,5925122.0,5000000.0,4125093.0,1200000.0,2149000.0,5774855.0,A,36.7,16.7,30.4,15.6,0.0,0.0,5.17,3349000.0,1924952.0,1.15,0.67,0.215,0.16,1.2,1.25
8475,15088.0,3.0,5970576.0,5000000.0,5870122.0,0.0,750000.0,0.0,A,100.0,19.4,100.0,100.0,0.0,0.0,8.83,750000.0,0.0,0.0,0.15,0.7909999999999999,0.745,0.784,0.8959999999999999
8476,15089.0,3.0,14501883.0,15000000.0,11474418.0,0.0,2254077.0,13496570.0,A,45.4,0.0,63.5,36.0,0.0,0.0,8.58,2254077.0,4498857.0,0.9,0.15,0.485,0.255,1.07,1.08
8477,15090.0,2.0,3322281.0,4000000.0,513830.0,0.0,355250.0,0.0,A,200.0,0.0,100.0,100.0,0.0,0.0,3.5,355250.0,0.0,0.0,0.0888,0.294,0.42700000000000005,0.958,0.5660000000000001
8478,15094.0,2.0,30803.0,10000000.0,41443.0,0.0,263.0,0.0,A,0.0,0.0,0.0,0.0,0.0,0.0,2.25,263.0,0.0,0.0,2.6300000000000002e-05,0.0,0.0,0.0023,0.00837
8479,15096.0,2.0,4797042.0,5000000.0,986660.0,0.0,3750000.0,4837848.0,A,57.1,0.0,75.6,100.0,0.0,0.0,1.83,3750000.0,2418924.0,0.968,0.75,0.265,0.34,0.58,0.737
8482,15099.0,3.0,1159345.0,9000000.0,875698.0,0.0,331900.0,0.0,A,100.0,0.0,65.5,30.1,0.0,0.0,8.5,331900.0,0.0,0.0,0.0369,0.0322,0.0766,0.171,0.19
8483,15101.0,2.0,4340122.0,5000000.0,579704.0,0.0,390954.0,2448000.0,A,98.2,0.0,86.7,94.9,0.0,0.0,6.58,390954.0,1224000.0,0.49,0.0782,0.33399999999999996,0.552,0.8109999999999999,1.0
8484,15103.0,2.0,10505984.0,58000000.0,10471773.0,1250000.0,1767150.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,3.33,3017150.0,0.0,0.0,0.052000000000000005,0.0601,0.0779,0.23600000000000002,0.158
8485,15106.0,3.0,491227.0,3000000.0,476104.0,0.0,153844.0,495767.0,A,46.0,0.0,50.0,50.1,0.0,0.0,8.83,153844.0,165256.0,0.165,0.0513,0.0667,0.062,0.235,0.0898
8486,15108.0,3.0,32753553.0,30000000.0,30000000.0,0.0,2300933.0,31000000.0,A,17.5,5.38,75.0,100.0,0.0,0.0,5.92,2300933.0,10339314.0,1.03,0.0767,0.557,0.293,0.5870000000000001,0.0894
8487,15109.0,2.0,7859000.0,6000000.0,4868244.0,0.0,1916839.0,6667624.0,A,100.0,13.1,100.0,100.0,0.0,0.0,8.25,1916839.0,3333812.0,1.11,0.319,0.8909999999999999,0.9279999999999999,1.2,0.655
8488,15110.0,2.0,2132188.0,3000000.0,921339.0,0.0,149000.0,2152309.0,A,0.0,0.0,40.4,40.3,0.0,0.0,7.58,149000.0,1076155.0,0.7170000000000001,0.0497,0.0901,0.0,0.759,0.71
8490,15116.0,3.0,13909630.0,20000000.0,11689487.0,0.0,2210977.0,12000000.0,A,37.5,0.0,30.0,42.4,0.0,0.0,5.5,2210977.0,4005153.0,0.601,0.111,0.166,0.0931,0.43700000000000006,0.541
8491,15117.0,3.0,3750188.0,9000000.0,2577427.0,0.0,501771.0,2721784.0,A,100.0,0.0,100.0,100.0,0.0,0.0,13.6,501771.0,907261.0,0.302,0.0558,0.33299999999999996,0.361,0.47200000000000003,0.34600000000000003
8493,15124.0,2.0,132613.0,59000000.0,125000.0,0.0,453.0,0.0,A,100.0,0.0,74.9,100.0,0.0,0.0,25.2,453.0,0.0,0.0,7.68e-06,0.0146,0.0059299999999999995,0.0219,0.00704
8494,15128.0,11.0,53620721.0,128000000.0,23052541.0,0.0,21568052.0,0.0,A,100.0,0.0,75.6,56.3,0.0,0.0,11.2,21568052.0,0.0,0.0,0.16899999999999998,0.0814,0.126,0.242,0.142
8496,15131.0,3.0,19703371.0,25000000.0,19144852.0,0.0,1174912.0,19720091.0,A,19.6,0.0,13.6,25.0,0.0,0.0,6.58,1174912.0,6573364.0,0.789,0.047,0.0208,0.114,0.841,0.8690000000000001
8497,15136.0,2.0,6591165.0,10000000.0,6491218.0,0.0,2476000.0,6311795.0,A,0.0,0.0,33.6,32.1,0.0,0.0,7.58,2476000.0,3155898.0,0.631,0.248,0.207,0.156,0.665,0.52
8499,15138.0,2.0,3651602.0,5000000.0,4419848.0,0.0,53000.0,4494374.0,A,0.0,0.0,7.15,9.23,0.0,0.0,1.0,53000.0,2247187.0,0.899,0.0106,0.00262,0.0403,0.797,0.85
8500,15139.0,2.0,8450281.0,40000000.0,3133421.0,0.0,943000.0,5823928.0,A,100.0,0.0,100.0,136.0,0.0,0.0,3.25,943000.0,2911964.0,0.146,0.0236,0.0579,0.0833,0.25,0.126
8501,15141.0,2.0,1837641.0,7000000.0,1066939.0,0.0,419560.0,0.0,A,100.0,0.0,50.1,0.0,0.0,0.0,6.67,419560.0,0.0,0.0,0.0599,0.055999999999999994,0.0242,0.127,0.0231
8502,15145.0,2.0,5758391.0,5000000.0,5614000.0,0.0,604100.0,5822708.0,A,0.0,15.9,58.2,100.0,0.0,1.0,0.833,604100.0,2911354.0,1.16,0.121,0.67,0.88,1.11,1.05
8503,15146.0,2.0,2100595.0,22000000.0,791535.0,0.0,950020.0,0.0,A,100.0,0.0,85.2,66.7,0.0,0.0,13.2,950020.0,0.0,0.0,0.0432,0.0705,0.0664,0.0919,0.0867
8504,15147.0,2.0,5075527.0,5000000.0,4931029.0,0.0,712709.0,5090973.0,A,10.8,1.72,33.0,49.1,0.0,0.0,1.92,712709.0,2545487.0,1.02,0.14300000000000002,0.284,0.165,0.7190000000000001,0.483
8505,15151.0,2.0,4874650.0,5000000.0,681360.0,0.0,4302502.0,840268.0,A,154.0,0.0,88.7,100.0,0.0,0.0,3.58,4302502.0,420134.0,0.168,0.861,0.26,0.142,0.35700000000000004,0.0467
8506,15153.0,4.0,59030746.0,62000000.0,59061811.0,0.0,1050130.0,58570572.0,A,0.0,0.0,28.8,19.9,0.0,0.0,10.3,1050130.0,14642643.0,0.945,0.0169,0.179,0.171,0.937,0.619
8507,15155.0,3.0,3240335.0,3000000.0,2302682.0,0.0,672200.0,820607.0,A,37.0,7.89,37.3,12.1,0.0,0.0,4.58,672200.0,273536.0,0.27399999999999997,0.22399999999999998,0.21100000000000002,0.5329999999999999,0.9740000000000001,0.6729999999999999
8508,15157.0,2.0,3464418.0,4000000.0,1905864.0,0.0,397000.0,0.0,A,100.0,0.0,58.1,40.0,0.0,0.0,2.58,397000.0,0.0,0.0,0.0993,0.308,0.0333,0.856,0.9259999999999999
8509,15158.0,3.0,16011538.0,15000000.0,13574246.0,0.0,7701186.0,0.0,A,100.0,12.7,78.8,34.7,0.0,0.0,4.83,7701186.0,0.0,0.0,0.513,0.43799999999999994,0.47700000000000004,0.85,0.934
8510,15159.0,2.0,608364.0,3000000.0,400000.0,0.0,143450.0,588089.0,A,0.0,0.0,50.1,100.0,0.0,0.0,2.0,143450.0,294045.0,0.196,0.0478,0.0458,0.0478,0.0891,0.063
8512,15162.0,3.0,10788784.0,21000000.0,10425402.0,0.0,2141947.0,10723392.0,A,0.0,0.0,22.4,22.6,0.0,0.0,8.75,2141947.0,3574464.0,0.511,0.102,0.105,0.0844,0.44,0.43200000000000005
8513,15163.0,2.0,742531.0,23000000.0,700578.0,0.0,700000.0,0.0,A,100.0,0.0,100.0,100.0,0.0,0.0,13.0,700000.0,0.0,0.0,0.0304,0.0304,0.0388,0.0156,0.008620000000000001
8514,15164.0,3.0,34758549.0,37000000.0,32154123.0,0.0,1430400.0,33615469.0,A,19.7,0.0,3.55,40.2,0.0,1.0,12.8,1430400.0,11205156.0,0.909,0.0387,0.0979,0.0438,0.92,0.7929999999999999
8515,15165.0,2.0,2934115.0,4000000.0,1497874.0,0.0,1538500.0,2914938.0,A,100.0,0.0,78.0,66.6,0.0,0.0,0.917,1538500.0,1457469.0,0.7290000000000001,0.385,0.313,0.125,0.601,1.08
